time,iso3_ref,iso3_cp,Source country,Sector,Sub-sector,Cluster,Activity,Jobs created,Capital investment,Project status,Destination state,Aggregate
2018-12-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,M&A,639,472058467.0,Announced,New York,China
2018-12-01,USA,CHN,China,Manufacturing,Transport,Industrial,R&D,2162,1774482764.0,Announced,Massachusetts,China
2018-02-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Expansion,2492,109071445.0,Announced,Florida,China
2019-07-01,USA,POL,Poland,Manufacturing,Hardware,Industrial,New Investment,512,279574270.0,Opened,Virginia,EU
2018-03-01,USA,CHN,China,Manufacturing,Transport,Industrial,Headquarters,986,1357844768.0,Opened,North Carolina,China
2021-09-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Expansion,2122,2619325860.0,Announced,Texas,China
2017-08-01,USA,CAN,Canada,Energy,Renewables,Energy,Expansion,2224,1034444522.0,Announced,California,NAFTA (-US)
2016-11-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,M&A,41,346291948.0,Opened,Pennsylvania,China
2022-02-01,USA,VEN,Venezuela,Energy,Oil & Gas,Green Growth,R&D,344,95390439.0,Announced,Florida,Other
2024-08-01,USA,CHN,China,Semiconductors,Cloud,Tech,Logistics Hub,366,1280002487.0,Announced,Ohio,China
2019-02-01,USA,NGA,Nigeria,Energy,Oil & Gas,Commodities,R&D,229,26171841.0,Announced,Georgia,Other
2016-06-01,USA,CAN,Canada,Agriculture,Robotics,Defense,R&D,1376,2078363832.0,Opened,Massachusetts,NAFTA (-US)
2021-12-01,USA,AUT,Austria,Manufacturing,Hardware,Automotive Hub,Innovation Center,318,267888919.0,Opened,Illinois,EU
2017-11-01,USA,AUT,Austria,IT,Software,Tech,R&D,337,157801908.0,Announced,Ohio,EU
2019-11-01,USA,CHN,China,Manufacturing,Transport,Industrial,New Investment,2416,2497999261.0,Opened,Virginia,China
2023-06-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Manufacturing Plant,168,1031934612.0,Opened,Ohio,China
2019-10-01,USA,IND,India,IT,AI,Digital Economy,Logistics Hub,695,1212960988.0,Announced,Pennsylvania,BRICS
2024-11-01,USA,NGA,Nigeria,Manufacturing,Transport,Automotive Hub,M&A,152,347893641.0,Opened,Texas,Other
2016-12-01,USA,CAN,Canada,Energy,Green Tech,Commodities,M&A,913,839685713.0,Announced,Florida,NAFTA (-US)
2023-06-01,USA,MEX,Mexico,Manufacturing,Hardware,Automotive Hub,Innovation Center,1578,714149679.0,Announced,Texas,NAFTA (-US)
2017-01-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Innovation Center,2149,2574487404.0,Announced,Washington,China
2024-08-01,USA,SGP,Singapore,Energy,Oil & Gas,Energy,M&A,82,327750480.0,Announced,Virginia,Other
2021-02-01,USA,CHN,China,Semiconductors,Batteries,Tech,Manufacturing Plant,2121,493719004.0,Announced,Virginia,China
2022-10-01,USA,ISR,Israel,Manufacturing,Hardware,Industrial,Innovation Center,132,331180689.0,Announced,California,Other
2023-05-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Expansion,1428,2504714935.0,Opened,New York,China
2024-01-01,USA,FIN,Finland,Manufacturing,Robotics,Automotive Hub,Innovation Center,559,25519530.0,Opened,Virginia,EU
2025-03-01,USA,MEX,Mexico,Automotive,Hardware,Automotive Hub,New Investment,2313,1349007884.0,Announced,California,NAFTA (-US)
2024-08-01,USA,VEN,Venezuela,Manufacturing,Robotics,Industrial,Expansion,79,386903118.0,Opened,Georgia,Other
2020-12-01,USA,JPN,Japan,Automotive,Batteries,Automotive Hub,M&A,997,374331545.0,Opened,New York,Other
2019-07-01,USA,CHN,China,Manufacturing,Transport,Industrial,M&A,1972,2093500249.0,Opened,Massachusetts,China
2022-04-01,USA,CHN,China,Automotive,Hardware,Automotive Hub,Innovation Center,729,2969809369.0,Opened,Pennsylvania,China
2024-12-01,USA,GBR,United Kingdom,Finance,Banking,Services,Logistics Hub,154,1124412397.0,Opened,Florida,UK
2024-04-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Expansion,92,2681293552.0,Announced,Illinois,China
2025-04-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Headquarters,2386,2100646900.0,Announced,Washington,China
2021-08-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,New Investment,2498,2377715794.0,Announced,Massachusetts,China
2016-05-01,USA,VNM,Vietnam,Manufacturing,Hardware,Automotive Hub,New Investment,273,211649835.0,Opened,California,Other
2019-01-01,USA,VNM,Vietnam,IT,AI,Digital Economy,M&A,588,265657840.0,Opened,Georgia,Other
2021-12-01,USA,ESP,Spain,Aerospace,Hardware,Automotive Hub,Manufacturing Plant,49,356413401.0,Announced,Washington,EU
2024-10-01,USA,CHE,Switzerland,Manufacturing,Transport,Automotive Hub,Expansion,355,188899955.0,Opened,New York,Other
2025-05-01,USA,CHN,China,Semiconductors,Batteries,Tech,M&A,1799,1457140077.0,Announced,Pennsylvania,China
2023-08-01,USA,GBR,United Kingdom,Finance,Banking,Fintech,Innovation Center,2350,2339219619.0,Announced,Ohio,UK
2018-07-01,USA,CHN,China,Energy,Renewables,Energy,Manufacturing Plant,408,1696941181.0,Announced,Florida,China
2016-09-01,USA,ZAF,South Africa,IT,Hardware,Digital Economy,Innovation Center,129,220374896.0,Announced,California,BRICS
2020-03-01,USA,CHN,China,Semiconductors,Cybersecurity,Tech,Innovation Center,1142,2893960975.0,Announced,North Carolina,China
2018-05-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,Headquarters,144,1934440185.0,Opened,Ohio,NAFTA (-US)
2022-06-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,Innovation Center,487,1533427867.0,Opened,North Carolina,China
2019-04-01,USA,GBR,United Kingdom,IT,Software,Digital Economy,Innovation Center,1936,2063048147.0,Announced,Ohio,UK
2019-05-01,USA,CHL,Chile,Manufacturing,Robotics,Automotive Hub,Logistics Hub,336,157841798.0,Opened,Ohio,Other
2023-02-01,USA,CHN,China,Automotive,Transport,Automotive Hub,Expansion,1358,2343946346.0,Announced,Virginia,China
2016-11-01,USA,BEL,Belgium,IT,Cybersecurity,Tech,R&D,90,180207110.0,Announced,Illinois,EU
2017-11-01,USA,MEX,Mexico,Automotive,Hardware,Industrial,Manufacturing Plant,538,115595704.0,Opened,Pennsylvania,NAFTA (-US)
2016-01-01,USA,CHN,China,Manufacturing,Transport,Industrial,New Investment,301,1634357267.0,Announced,Virginia,China
2019-10-01,USA,CHN,China,Semiconductors,AI,Deep Tech,M&A,1599,456005890.0,Opened,Ohio,China
2024-05-01,USA,CHN,China,Automotive,Transport,Industrial,Innovation Center,1460,2282360195.0,Announced,Illinois,China
2017-09-01,USA,IND,India,IT,AI,Tech,M&A,1538,1834602189.0,Opened,Massachusetts,BRICS
2023-06-01,USA,CHN,China,Semiconductors,AI,Tech,Logistics Hub,620,2040740445.0,Opened,North Carolina,China
2025-02-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Headquarters,1585,2255269739.0,Opened,Pennsylvania,China
2018-12-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,New Investment,1953,2655738765.0,Opened,Virginia,China
2020-06-01,USA,IND,India,IT,Hardware,Digital Economy,Headquarters,1752,2923665597.0,Announced,California,BRICS
2023-03-01,USA,CHN,China,Semiconductors,Cloud,Deep Tech,R&D,2330,2194802644.0,Announced,Ohio,China
2020-09-01,USA,ARE,UAE,Manufacturing,Robotics,Automotive Hub,Logistics Hub,578,95057961.0,Opened,California,Other
2016-01-01,USA,CAN,Canada,Mining,Oil & Gas,Energy,R&D,1481,1537631638.0,Opened,Pennsylvania,NAFTA (-US)
2021-03-01,USA,VNM,Vietnam,Energy,Green Tech,Commodities,Logistics Hub,79,359520780.0,Announced,New York,Other
2020-06-01,USA,EGY,Egypt,Energy,Renewables,Green Growth,New Investment,337,382880317.0,Opened,Illinois,Other
2020-07-01,USA,CAN,Canada,Manufacturing,Transport,Industrial,Innovation Center,2352,2365268667.0,Announced,California,NAFTA (-US)
2019-04-01,USA,CHN,China,Semiconductors,AI,Digital Economy,R&D,2178,657950611.0,Opened,Florida,China
2017-03-01,USA,MEX,Mexico,Automotive,Hardware,Automotive Hub,Logistics Hub,1300,2578260162.0,Announced,Illinois,NAFTA (-US)
2017-09-01,USA,EGY,Egypt,Manufacturing,Hardware,Automotive Hub,Innovation Center,183,326040679.0,Opened,Georgia,Other
2019-11-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,New Investment,1536,1796746637.0,Announced,North Carolina,NAFTA (-US)
2022-01-01,USA,IND,India,IT,Cybersecurity,Tech,Manufacturing Plant,1533,2215013933.0,Opened,Illinois,BRICS
2020-05-01,USA,ARG,Argentina,IT,AI,Digital Economy,Headquarters,134,96395775.0,Announced,Texas,Other
2016-09-01,USA,CHE,Switzerland,Manufacturing,Hardware,Automotive Hub,New Investment,356,334532427.0,Opened,Virginia,Other
2022-02-01,USA,NOR,Norway,Energy,Oil & Gas,Commodities,Innovation Center,180,282574266.0,Announced,Pennsylvania,Other
2020-04-01,USA,CHN,China,Automotive,Robotics,Automotive Hub,Manufacturing Plant,1270,2565637149.0,Announced,Florida,China
2020-09-01,USA,CHL,Chile,Energy,Renewables,Green Growth,Manufacturing Plant,373,80238962.0,Opened,California,Other
2018-02-01,USA,SAU,Saudi Arabia,IT,Cybersecurity,Deep Tech,Headquarters,71,238559007.0,Opened,Illinois,Other
2019-05-01,USA,PRT,Portugal,IT,AI,Digital Economy,M&A,560,360630610.0,Announced,Georgia,EU
2018-11-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Logistics Hub,1798,889230739.0,Announced,Massachusetts,China
2021-03-01,USA,ZAF,South Africa,Manufacturing,Transport,Industrial,Manufacturing Plant,155,378734506.0,Announced,Massachusetts,BRICS
2018-01-01,USA,IND,India,Telecom,AI,Digital Economy,R&D,2405,1529608134.0,Opened,Ohio,BRICS
2023-06-01,USA,IND,India,IT,Software,Digital Economy,R&D,443,2922428804.0,Announced,Pennsylvania,BRICS
2022-03-01,USA,CAN,Canada,Energy,Green Tech,Green Growth,R&D,143,1848524287.0,Opened,Florida,NAFTA (-US)
2019-02-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Expansion,1411,711016121.0,Announced,Massachusetts,China
2016-02-01,USA,MEX,Mexico,Automotive,Robotics,Automotive Hub,Logistics Hub,535,2299501156.0,Announced,Florida,NAFTA (-US)
2016-07-01,USA,GBR,United Kingdom,IT,Hardware,Digital Economy,M&A,1033,2728893006.0,Opened,Illinois,UK
2022-10-01,USA,GBR,United Kingdom,IT,Hardware,Digital Economy,Expansion,1411,844105116.0,Announced,Texas,UK
2023-07-01,USA,IND,India,IT,Software,Tech,Headquarters,1990,909641552.0,Opened,New York,BRICS
2018-10-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Manufacturing Plant,1178,178429652.0,Announced,North Carolina,China
2023-07-01,USA,BEL,Belgium,Manufacturing,Transport,Industrial,M&A,149,371847352.0,Opened,Georgia,EU
2017-05-01,USA,VEN,Venezuela,IT,AI,Tech,R&D,267,340942565.0,Opened,California,Other
2019-07-01,USA,KEN,Kenya,IT,Batteries,Digital Economy,Expansion,472,259600226.0,Announced,Ohio,Other
2020-11-01,USA,ZAF,South Africa,Manufacturing,Hardware,Industrial,Headquarters,526,64973622.0,Announced,Florida,BRICS
2024-12-01,USA,DEU,Germany,Manufacturing,Robotics,Industrial,Logistics Hub,1038,2990323785.0,Announced,Florida,EU
2020-03-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Headquarters,1830,2266173099.0,Opened,North Carolina,China
2020-06-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Innovation Center,2167,1112185389.0,Opened,Washington,China
2017-12-01,USA,ARE,UAE,Energy,Renewables,Energy,M&A,546,227088872.0,Opened,Georgia,Other
2018-01-01,USA,CHN,China,Semiconductors,Cybersecurity,Deep Tech,R&D,634,435623120.0,Announced,Virginia,China
2021-11-01,USA,IND,India,Telecom,AI,Digital Economy,Headquarters,1681,1300609277.0,Opened,Massachusetts,BRICS
2020-04-01,USA,CHN,China,Automotive,Robotics,Automotive Hub,Logistics Hub,883,2071551040.0,Announced,North Carolina,China
2021-10-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Headquarters,871,2579685187.0,Opened,Georgia,China
2023-04-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,R&D,1421,1631159721.0,Opened,Florida,China
2018-09-01,USA,CHN,China,Automotive,Batteries,Industrial,Logistics Hub,1109,2651029013.0,Announced,California,China
2020-01-01,USA,MEX,Mexico,Manufacturing,Batteries,Industrial,Innovation Center,2245,533237074.0,Opened,Florida,NAFTA (-US)
2018-05-01,USA,CAN,Canada,Energy,Green Tech,Energy,M&A,642,521673035.0,Announced,Washington,NAFTA (-US)
2021-03-01,USA,CHN,China,Semiconductors,Batteries,Tech,Manufacturing Plant,1105,2541605025.0,Opened,Ohio,China
2024-11-01,USA,AUT,Austria,Manufacturing,Hardware,Automotive Hub,Innovation Center,392,336863164.0,Announced,Illinois,EU
2017-10-01,USA,IND,India,IT,Hardware,Digital Economy,Logistics Hub,2355,2092759626.0,Opened,Florida,BRICS
2018-02-01,USA,CAN,Canada,Energy,Green Tech,Commodities,Expansion,1026,2270762823.0,Opened,Illinois,NAFTA (-US)
2018-04-01,USA,CHN,China,Semiconductors,Software,Digital Economy,Expansion,1675,585906107.0,Opened,Pennsylvania,China
2025-06-01,USA,CHN,China,Semiconductors,AI,Digital Economy,Headquarters,740,848696137.0,Opened,Ohio,China
2023-01-01,USA,NOR,Norway,Manufacturing,Batteries,Automotive Hub,Expansion,469,237172243.0,Opened,Illinois,Other
2020-01-01,USA,BRA,Brazil,Agriculture,Batteries,Green Growth,New Investment,1136,798105927.0,Opened,Massachusetts,BRICS
2021-11-01,USA,CHN,China,Manufacturing,Hardware,Industrial,New Investment,874,1873862411.0,Opened,Virginia,China
2022-09-01,USA,ESP,Spain,Manufacturing,Hardware,Industrial,Logistics Hub,253,143254349.0,Announced,Virginia,EU
2022-12-01,USA,COL,Colombia,Manufacturing,Hardware,Industrial,Expansion,438,115108116.0,Opened,Texas,Other
2024-09-01,USA,CHN,China,Semiconductors,AI,Deep Tech,R&D,854,2397526996.0,Announced,Massachusetts,China
2020-01-01,USA,IND,India,IT,Hardware,Digital Economy,Manufacturing Plant,2284,1490563697.0,Opened,Pennsylvania,BRICS
2017-08-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,Headquarters,478,1665935510.0,Opened,Virginia,China
2023-02-01,USA,IND,India,IT,Cloud,Digital Economy,New Investment,135,1236633800.0,Opened,Washington,BRICS
2023-08-01,USA,PRT,Portugal,Manufacturing,Robotics,Industrial,New Investment,129,371352165.0,Opened,California,EU
2021-03-01,USA,CHN,China,Semiconductors,AI,Deep Tech,M&A,1270,2039317355.0,Opened,Texas,China
2021-01-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,Innovation Center,86,1444697963.0,Announced,Washington,NAFTA (-US)
2024-08-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Innovation Center,1866,176009981.0,Announced,Georgia,China
2020-01-01,USA,CHN,China,Pharma,Banking,Green Growth,Headquarters,378,213494469.0,Announced,New York,China
2021-11-01,USA,IND,India,IT,Software,Tech,Expansion,1681,2678194546.0,Opened,New York,BRICS
2016-01-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,Headquarters,242,271239781.0,Announced,Washington,China
2023-12-01,USA,CHN,China,Automotive,Robotics,Automotive Hub,Manufacturing Plant,920,1394385778.0,Opened,California,China
2017-01-01,USA,IND,India,IT,Software,Digital Economy,Manufacturing Plant,2314,2889664951.0,Opened,Florida,BRICS
2023-10-01,USA,CHN,China,Automotive,Batteries,Automotive Hub,Manufacturing Plant,1272,771575173.0,Announced,Pennsylvania,China
2023-03-01,USA,CHN,China,Manufacturing,Hardware,Industrial,New Investment,2105,1016431293.0,Announced,California,China
2020-03-01,USA,CAN,Canada,Energy,Green Tech,Energy,Headquarters,2087,2076808471.0,Announced,Massachusetts,NAFTA (-US)
2020-08-01,USA,BRA,Brazil,Agriculture,Transport,Industrial,M&A,801,1843383034.0,Opened,North Carolina,BRICS
2022-11-01,USA,CHN,China,Semiconductors,Cloud,Digital Economy,Headquarters,1042,321875191.0,Opened,Virginia,China
2021-02-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,M&A,825,1962217523.0,Announced,Ohio,China
2018-08-01,USA,FRA,France,Logistics,Oil & Gas,Fintech,R&D,2400,1030218863.0,Announced,Pennsylvania,EU
2018-06-01,USA,IND,India,IT,Hardware,Deep Tech,New Investment,1322,837539418.0,Announced,Pennsylvania,BRICS
2018-05-01,USA,FIN,Finland,Manufacturing,Batteries,Automotive Hub,Expansion,586,21294509.0,Opened,Florida,EU
2020-01-01,USA,IND,India,IT,Software,Digital Economy,Headquarters,1017,1623672041.0,Announced,Washington,BRICS
2019-09-01,USA,IND,India,Telecom,Software,Tech,Headquarters,1770,2477571161.0,Opened,North Carolina,BRICS
2023-09-01,USA,IND,India,IT,Cybersecurity,Deep Tech,Innovation Center,25,512204938.0,Opened,Ohio,BRICS
2018-06-01,USA,IND,India,Telecom,Cloud,Digital Economy,Logistics Hub,738,1728095608.0,Opened,Texas,BRICS
2017-04-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Manufacturing Plant,180,1825361447.0,Announced,Pennsylvania,China
2019-04-01,USA,ZAF,South Africa,Manufacturing,Hardware,Industrial,Manufacturing Plant,343,194123647.0,Opened,Florida,BRICS
2017-07-01,USA,SWE,Sweden,Manufacturing,Transport,Industrial,Headquarters,455,270352935.0,Opened,Washington,EU
2017-06-01,USA,CHN,China,Semiconductors,Cloud,Deep Tech,Manufacturing Plant,289,1077765697.0,Opened,Illinois,China
2016-01-01,USA,MEX,Mexico,Manufacturing,Batteries,Industrial,Manufacturing Plant,530,432113646.0,Opened,Massachusetts,NAFTA (-US)
2022-06-01,USA,ISR,Israel,IT,Cloud,Tech,Expansion,229,171665953.0,Opened,Pennsylvania,Other
2019-11-01,USA,CHN,China,Automotive,Batteries,Industrial,Headquarters,596,1928977506.0,Opened,Illinois,China
2025-06-01,USA,CHN,China,Automotive,Transport,Industrial,M&A,435,2481029297.0,Opened,Massachusetts,China
2021-06-01,USA,CHN,China,Semiconductors,Software,Deep Tech,Logistics Hub,1782,2808192721.0,Announced,California,China
2023-08-01,USA,CHN,China,Automotive,Batteries,Industrial,New Investment,2136,2651137927.0,Opened,New York,China
2025-05-01,USA,ZAF,South Africa,Manufacturing,Hardware,Automotive Hub,M&A,542,125791894.0,Announced,North Carolina,BRICS
2025-06-01,USA,SAU,Saudi Arabia,Manufacturing,Transport,Automotive Hub,Manufacturing Plant,436,392220106.0,Announced,Illinois,Other
2023-10-01,USA,NGA,Nigeria,IT,Hardware,Digital Economy,Manufacturing Plant,194,277826073.0,Opened,Massachusetts,Other
2019-02-01,USA,CHN,China,Semiconductors,Cloud,Tech,Manufacturing Plant,1185,2580582638.0,Announced,Illinois,China
2020-03-01,USA,MEX,Mexico,Logistics,Robotics,Fintech,R&D,525,2221597592.0,Opened,Georgia,NAFTA (-US)
2021-03-01,USA,CHN,China,Semiconductors,Batteries,Deep Tech,Logistics Hub,2258,1957199908.0,Opened,Ohio,China
2016-04-01,USA,IND,India,IT,AI,Deep Tech,Expansion,862,2070448722.0,Announced,Georgia,BRICS
2016-01-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Logistics Hub,954,1139262010.0,Announced,Massachusetts,China
2016-08-01,USA,CAN,Canada,Logistics,Renewables,Tech,Manufacturing Plant,1744,1366169728.0,Announced,Georgia,NAFTA (-US)
2018-05-01,USA,JPN,Japan,Automotive,Transport,Industrial,New Investment,2188,1800376161.0,Announced,Illinois,Other
2020-07-01,USA,CZE,Czech Republic,IT,Cloud,Digital Economy,New Investment,530,162553208.0,Opened,Massachusetts,EU
2024-07-01,USA,IND,India,IT,Software,Tech,Expansion,2160,2621689156.0,Announced,Washington,BRICS
2016-03-01,USA,CHN,China,Mining,Renewables,Energy,M&A,1438,274561525.0,Announced,Illinois,China
2018-08-01,USA,DEU,Germany,Automotive,Hardware,Automotive Hub,M&A,1363,1474557020.0,Announced,Texas,EU
2016-10-01,USA,CHN,China,Energy,Oil & Gas,Commodities,New Investment,1283,2213418919.0,Announced,Florida,China
2022-02-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,Expansion,1274,427891595.0,Announced,Illinois,China
2022-11-01,USA,MEX,Mexico,Agriculture,Batteries,Energy,Headquarters,1132,2288674705.0,Opened,Pennsylvania,NAFTA (-US)
2025-02-01,USA,DEU,Germany,Manufacturing,Hardware,Industrial,R&D,1282,45516734.0,Announced,New York,EU
2018-10-01,USA,IND,India,Telecom,Hardware,Deep Tech,Innovation Center,997,1692804294.0,Opened,Illinois,BRICS
2024-01-01,USA,JPN,Japan,Automotive,Transport,Automotive Hub,Headquarters,282,2472663447.0,Opened,Georgia,Other
2023-03-01,USA,BRA,Brazil,Energy,Renewables,Green Growth,R&D,1228,541861199.0,Announced,Illinois,BRICS
2020-07-01,USA,IND,India,IT,Software,Digital Economy,Headquarters,936,1745745759.0,Announced,Pennsylvania,BRICS
2023-08-01,USA,GBR,United Kingdom,Finance,Insurance,Services,Logistics Hub,1421,2786272068.0,Announced,North Carolina,UK
2018-08-01,USA,VEN,Venezuela,Manufacturing,Hardware,Industrial,Logistics Hub,459,104348297.0,Announced,Ohio,Other
2020-02-01,USA,KEN,Kenya,Manufacturing,Hardware,Industrial,R&D,169,27206644.0,Opened,Pennsylvania,Other
2016-07-01,USA,ITA,Italy,Manufacturing,Robotics,Automotive Hub,Headquarters,366,256573937.0,Opened,Texas,EU
2023-09-01,USA,MAR,Morocco,IT,AI,Deep Tech,R&D,362,145483710.0,Opened,New York,Other
2016-08-01,USA,BRA,Brazil,Agriculture,Cybersecurity,Life Sciences,Manufacturing Plant,1799,1728379099.0,Announced,California,BRICS
2021-05-01,USA,CHN,China,Semiconductors,Hardware,Tech,New Investment,416,1280129698.0,Opened,Pennsylvania,China
2020-09-01,USA,IND,India,Telecom,Batteries,Tech,New Investment,255,2686607822.0,Announced,Virginia,BRICS
2021-07-01,USA,EGY,Egypt,IT,AI,Tech,Expansion,577,361136323.0,Opened,Texas,Other
